Customer_ID,First_Purchase_Date,Last_Purchase_Date,Tenure_Months,Total_Orders,Avg_Order_Value,Total_Spend,Reward_Points,Purchase_Frequency,Avg_Discount_Used,Churn_Probability,Category_Loyalty,Preferred_Channel,City,State,Latitude,Longitude
C146,2021-12-21 02:56:56.788485,2022-04-17 02:56:56.788485,4,57,1294.15,73766.55,3688,14.25,0.16,0.96,Furniture,Retail,Pune,Maharashtra,18.5204,73.8567
C147,2023-05-22 02:56:56.788485,2023-08-31 02:56:56.788485,3,73,926.06,67602.38,3380,24.33,0.09,0.68,Electronics,Retail,Kolkata,West Bengal,22.5726,88.3639
C148,2022-02-07 02:56:56.788485,2022-04-07 02:56:56.788485,2,20,1417.65,28353.0,1417,10.0,0.08,0.79,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C149,2024-01-26 02:56:56.788485,2024-08-14 02:56:56.788485,7,25,541.88,13547.0,677,3.57,0.1,0.3,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C150,2024-03-03 02:56:56.788485,2025-02-04 02:56:56.788485,11,19,1673.74,31801.06,1590,1.73,0.09,0.09,Electronics,Online,Mumbai,Maharashtra,19.076,72.8777
C151,2021-11-23 02:56:56.788485,2022-06-17 02:56:56.788485,7,5,410.04,2050.2,102,0.71,0.21,0.49,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C152,2020-07-25 02:56:56.788485,2021-01-09 02:56:56.788485,6,75,1380.8,103560.0,5178,12.5,0.08,0.32,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C153,2021-08-31 02:56:56.788485,2022-04-11 02:56:56.788485,7,79,814.07,64311.53,3215,11.29,0.19,0.21,Furniture,Retail,Hyderabad,Telangana,17.385,78.4867
C154,2021-03-19 02:56:56.788485,2021-10-20 02:56:56.788485,7,72,1545.52,111277.44,5563,10.29,0.03,0.94,Furniture,Online,Chennai,Tamil Nadu,13.0827,80.2707
C155,2021-05-07 02:56:56.788485,2022-01-09 02:56:56.788485,8,83,1189.58,98735.14,4936,10.38,0.24,0.45,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C156,2022-09-26 02:56:56.788485,2023-04-07 02:56:56.788485,6,87,1014.24,88238.88,4411,14.5,0.16,0.18,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C157,2020-11-14 02:56:56.788485,2021-05-23 02:56:56.788485,6,27,504.96,13633.92,681,4.5,0.18,0.2,Clothing,Retail,Kolkata,West Bengal,22.5726,88.3639
C158,2020-11-10 02:56:56.788485,2020-12-22 02:56:56.788485,1,40,1346.28,53851.2,2692,40.0,0.08,0.29,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C159,2021-06-25 02:56:56.788485,2022-05-16 02:56:56.788485,11,96,1954.59,187640.64,9382,8.73,0.11,0.99,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C160,2024-01-18 02:56:56.788485,2024-05-15 02:56:56.788485,4,26,1686.09,43838.34,2191,6.5,0.06,0.27,Furniture,Retail,Mumbai,Maharashtra,19.076,72.8777
C161,2021-07-31 02:56:56.788485,2022-07-19 02:56:56.788485,12,27,308.01,8316.27,415,2.25,0.23,0.33,Clothing,Retail,Delhi,Delhi,28.6139,77.209
C162,2021-04-23 02:56:56.788485,2021-07-03 02:56:56.788485,2,62,877.21,54387.02,2719,31.0,0.13,0.66,Food,Online,Bengaluru,Karnataka,12.9716,77.5946
C163,2024-03-26 02:56:56.788485,2024-11-20 02:56:56.788485,8,83,1866.05,154882.15,7744,10.38,0.16,0.3,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C164,2024-02-29 02:56:56.788485,2024-11-13 02:56:56.788485,9,50,1105.48,55274.0,2763,5.56,0.19,0.22,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C165,2023-11-26 02:56:56.788485,2024-09-25 02:56:56.788485,10,42,1391.8,58455.6,2922,4.2,0.1,0.17,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C166,2021-10-27 02:56:56.788485,2022-08-31 02:56:56.788485,10,29,1842.68,53437.72,2671,2.9,0.18,0.32,Food,Online,Pune,Maharashtra,18.5204,73.8567
C167,2023-04-04 02:56:56.788485,2024-01-09 02:56:56.788485,9,39,1772.83,69140.37,3457,4.33,0.17,0.11,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C168,2022-07-14 02:56:56.788485,2023-06-18 02:56:56.788485,11,60,1103.28,66196.8,3309,5.45,0.18,0.03,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C169,2023-03-22 02:56:56.788485,2023-11-14 02:56:56.788485,8,41,987.76,40498.16,2024,5.12,0.13,0.8,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C170,2021-07-19 02:56:56.788485,2022-07-04 02:56:56.788485,12,33,811.45,26777.85,1338,2.75,0.1,0.15,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C171,2022-04-23 02:56:56.788485,2022-10-09 02:56:56.788485,6,83,1494.23,124021.09,6201,13.83,0.06,0.77,Food,Retail,Delhi,Delhi,28.6139,77.209
C172,2021-01-19 02:56:56.788485,2021-11-24 02:56:56.788485,10,83,716.58,59476.14,2973,8.3,0.21,0.79,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C173,2021-10-25 02:56:56.788485,2021-12-27 02:56:56.788485,2,97,649.8,63030.6,3151,48.5,0.16,0.54,Electronics,Online,Hyderabad,Telangana,17.385,78.4867
C174,2023-08-27 02:56:56.788485,2024-07-30 02:56:56.788485,11,16,841.25,13460.0,673,1.45,0.12,0.31,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C175,2022-01-05 02:56:56.788485,2022-02-21 02:56:56.788485,2,23,518.99,11936.77,596,11.5,0.24,0.15,Electronics,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C176,2022-01-23 02:56:56.788485,2022-04-19 02:56:56.788485,3,7,1451.22,10158.54,507,2.33,0.02,0.73,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C177,2020-07-20 02:56:56.788485,2020-12-08 02:56:56.788485,5,26,1309.23,34039.98,1701,5.2,0.21,0.6,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C178,2022-11-17 02:56:56.788485,2022-12-21 02:56:56.788485,1,96,1069.18,102641.28,5132,96.0,0.25,0.65,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C179,2023-05-13 02:56:56.788485,2023-12-10 02:56:56.788485,7,12,902.59,10831.08,541,1.71,0.22,0.02,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C180,2020-12-30 02:56:56.788485,2021-02-10 02:56:56.788485,1,72,1836.31,132214.32,6610,72.0,0.2,0.92,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C181,2024-02-18 02:56:56.788485,2024-12-28 02:56:56.788485,10,5,252.42,1262.1,63,0.5,0.1,0.07,Clothing,Online,Delhi,Delhi,28.6139,77.209
C182,2021-05-30 02:56:56.788485,2022-03-14 02:56:56.788485,10,92,1584.39,145763.88,7288,9.2,0.07,0.37,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C183,2022-03-18 02:56:56.788485,2022-07-15 02:56:56.788485,4,69,1823.44,125817.36,6290,17.25,0.19,0.4,Food,Online,Hyderabad,Telangana,17.385,78.4867
C184,2023-07-14 02:56:56.788485,2023-11-24 02:56:56.788485,4,49,1003.44,49168.56,2458,12.25,0.08,0.01,Furniture,Online,Chennai,Tamil Nadu,13.0827,80.2707
C185,2022-03-18 02:56:56.788485,2022-10-19 02:56:56.788485,7,26,1191.24,30972.24,1548,3.71,0.05,0.5,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C186,2021-07-21 02:56:56.788485,2022-04-26 02:56:56.788485,9,5,1900.03,9500.15,475,0.56,0.2,0.75,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C187,2022-04-24 02:56:56.788485,2023-02-02 02:56:56.788485,9,22,582.1,12806.2,640,2.44,0.09,0.82,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C188,2020-09-20 02:56:56.788485,2021-01-03 02:56:56.788485,4,79,1136.24,89762.96,4488,19.75,0.23,0.87,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C189,2024-01-22 02:56:56.788485,2024-06-07 02:56:56.788485,5,13,1054.5,13708.5,685,2.6,0.21,0.49,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C190,2022-12-05 02:56:56.788485,2023-06-08 02:56:56.788485,6,28,665.11,18623.08,931,4.67,0.21,0.63,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C191,2023-03-08 02:56:56.788485,2023-06-27 02:56:56.788485,4,33,1673.47,55224.51,2761,8.25,0.2,0.09,Furniture,Retail,Delhi,Delhi,28.6139,77.209
C192,2021-11-15 02:56:56.788485,2022-03-01 02:56:56.788485,4,23,1819.28,41843.44,2092,5.75,0.22,0.49,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C193,2021-06-03 02:56:56.788485,2022-03-17 02:56:56.788485,10,97,1607.48,155925.56,7796,9.7,0.2,0.16,Clothing,Retail,Hyderabad,Telangana,17.385,78.4867
C194,2021-06-06 02:56:56.788485,2021-11-09 02:56:56.788485,5,18,551.65,9929.7,496,3.6,0.15,0.37,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C195,2021-05-01 02:56:56.788485,2022-03-08 02:56:56.788485,10,30,356.15,10684.5,534,3.0,0.08,0.33,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C196,2024-06-10 02:56:56.788485,2024-10-05 02:56:56.788485,4,26,1289.8,33534.8,1676,6.5,0.22,0.43,Furniture,Retail,Pune,Maharashtra,18.5204,73.8567
C197,2021-10-20 02:56:56.788485,2022-06-10 02:56:56.788485,8,16,302.77,4844.32,242,2.0,0.21,0.57,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C198,2020-11-20 02:56:56.788485,2021-01-04 02:56:56.788485,2,77,1411.09,108653.93,5432,38.5,0.12,0.89,Furniture,Online,Jaipur,Rajasthan,26.9124,75.7873
C199,2023-01-24 02:56:56.788485,2023-07-23 02:56:56.788485,6,39,1154.76,45035.64,2251,6.5,0.02,0.4,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C200,2022-06-26 02:56:56.788485,2023-04-05 02:56:56.788485,9,33,1393.01,45969.33,2298,3.67,0.16,0.97,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C201,2021-09-11 02:56:56.788485,2022-04-16 02:56:56.788485,7,26,1262.31,32820.06,1641,3.71,0.02,0.75,Food,Retail,Delhi,Delhi,28.6139,77.209
C202,2023-07-07 02:56:56.788485,2024-06-29 02:56:56.788485,12,48,960.86,46121.28,2306,4.0,0.23,0.51,Furniture,Retail,Bengaluru,Karnataka,12.9716,77.5946
C203,2023-01-05 02:56:56.788485,2023-03-07 02:56:56.788485,2,65,561.58,36502.7,1825,32.5,0.24,0.64,Electronics,Retail,Hyderabad,Telangana,17.385,78.4867
C204,2020-07-24 02:56:56.788485,2021-05-20 02:56:56.788485,10,38,750.26,28509.88,1425,3.8,0.06,0.11,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C205,2023-11-25 02:56:56.788485,2023-12-29 02:56:56.788485,1,2,1144.1,2288.2,114,2.0,0.17,0.84,Furniture,Online,Ahmedabad,Gujarat,23.0225,72.5714
C206,2022-08-10 02:56:56.788485,2023-08-04 02:56:56.788485,12,6,1373.36,8240.16,412,0.5,0.03,0.58,Food,Retail,Pune,Maharashtra,18.5204,73.8567
C207,2022-12-30 02:56:56.788485,2023-12-02 02:56:56.788485,11,46,1603.07,73741.22,3687,4.18,0.19,0.98,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C208,2021-12-19 02:56:56.788485,2022-12-16 02:56:56.788485,12,50,1580.91,79045.5,3952,4.17,0.09,0.63,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C209,2022-02-09 02:56:56.788485,2022-08-26 02:56:56.788485,7,38,1950.84,74131.92,3706,5.43,0.17,0.83,Food,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C210,2022-07-20 02:56:56.788485,2023-02-15 02:56:56.788485,7,88,714.51,62876.88,3143,12.57,0.1,0.79,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C211,2020-12-24 02:56:56.788485,2021-07-19 02:56:56.788485,7,18,328.0,5904.0,295,2.57,0.04,0.35,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C212,2024-04-30 02:56:56.788485,2024-10-19 02:56:56.788485,6,27,822.18,22198.86,1109,4.5,0.11,0.26,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C213,2023-05-03 02:56:56.788485,2024-02-04 02:56:56.788485,9,41,1537.93,63055.13,3152,4.56,0.04,0.43,Clothing,Retail,Hyderabad,Telangana,17.385,78.4867
C214,2022-08-16 02:56:56.788485,2023-01-19 02:56:56.788485,5,72,988.6,71179.2,3558,14.4,0.15,0.47,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C215,2020-12-10 02:56:56.788485,2021-09-28 02:56:56.788485,10,92,1672.02,153825.84,7691,9.2,0.02,0.25,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C216,2022-01-12 02:56:56.788485,2022-03-22 02:56:56.788485,2,74,1188.79,87970.46,4398,37.0,0.14,0.89,Food,Online,Pune,Maharashtra,18.5204,73.8567
C217,2022-02-05 02:56:56.788485,2022-11-16 02:56:56.788485,9,17,1873.63,31851.71,1592,1.89,0.22,0.54,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C218,2022-08-23 02:56:56.788485,2023-02-11 02:56:56.788485,6,62,1906.15,118181.3,5909,10.33,0.21,0.97,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C219,2023-11-05 02:56:56.788485,2024-07-31 02:56:56.788485,9,29,324.75,9417.75,470,3.22,0.22,0.8,Electronics,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C220,2021-05-22 02:56:56.788485,2022-02-03 02:56:56.788485,9,58,1021.54,59249.32,2962,6.44,0.23,0.55,Furniture,Retail,Mumbai,Maharashtra,19.076,72.8777
C221,2021-04-01 02:56:56.788485,2021-11-14 02:56:56.788485,8,70,1297.44,90820.8,4541,8.75,0.04,0.94,Electronics,Online,Delhi,Delhi,28.6139,77.209
C222,2021-08-19 02:56:56.788485,2021-11-21 02:56:56.788485,3,78,660.57,51524.46,2576,26.0,0.04,0.5,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C223,2023-06-01 02:56:56.788485,2023-07-11 02:56:56.788485,1,22,932.74,20520.28,1026,22.0,0.14,0.88,Electronics,Online,Hyderabad,Telangana,17.385,78.4867
C224,2024-03-10 02:56:56.788485,2024-07-25 02:56:56.788485,5,6,1419.83,8518.98,425,1.2,0.22,0.36,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C225,2021-04-10 02:56:56.788485,2021-06-04 02:56:56.788485,2,26,608.12,15811.12,790,13.0,0.24,0.38,Furniture,Online,Ahmedabad,Gujarat,23.0225,72.5714
C226,2022-12-01 02:56:56.788485,2023-05-30 02:56:56.788485,6,39,1283.57,50059.23,2502,6.5,0.02,0.42,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C227,2023-09-25 02:56:56.788485,2024-06-01 02:56:56.788485,8,12,1455.41,17464.92,873,1.5,0.1,0.55,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C228,2020-10-17 02:56:56.788485,2021-07-10 02:56:56.788485,9,99,362.89,35926.11,1796,11.0,0.06,0.55,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C229,2021-09-29 02:56:56.788485,2022-06-22 02:56:56.788485,9,14,1095.55,15337.7,766,1.56,0.19,0.5,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C230,2023-09-09 02:56:56.788485,2024-05-14 02:56:56.788485,8,22,673.54,14817.88,740,2.75,0.16,0.31,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C231,2022-09-22 02:56:56.788485,2023-03-21 02:56:56.788485,6,51,1503.9,76698.9,3834,8.5,0.04,0.92,Food,Online,Delhi,Delhi,28.6139,77.209
C232,2023-02-03 02:56:56.788485,2023-07-05 02:56:56.788485,5,23,541.2,12447.6,622,4.6,0.13,0.59,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C233,2023-01-22 02:56:56.788485,2023-07-14 02:56:56.788485,6,48,1806.03,86689.44,4334,8.0,0.17,0.41,Furniture,Retail,Hyderabad,Telangana,17.385,78.4867
C234,2023-05-23 02:56:56.788485,2023-12-27 02:56:56.788485,7,71,975.69,69273.99,3463,10.14,0.2,0.65,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C235,2023-04-28 02:56:56.788485,2024-02-06 02:56:56.788485,9,50,556.41,27820.5,1391,5.56,0.01,0.76,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C236,2022-08-30 02:56:56.788485,2022-12-05 02:56:56.788485,3,89,988.44,87971.16,4398,29.67,0.22,0.95,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C237,2022-03-28 02:56:56.788485,2022-08-08 02:56:56.788485,4,13,935.74,12164.62,608,3.25,0.15,0.5,Electronics,Online,Kolkata,West Bengal,22.5726,88.3639
C238,2023-11-22 02:56:56.788485,2024-05-28 02:56:56.788485,6,85,972.05,82624.25,4131,14.17,0.2,0.12,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C239,2023-12-14 02:56:56.788485,2024-11-16 02:56:56.788485,11,10,1254.01,12540.1,627,0.91,0.2,0.44,Clothing,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C240,2024-04-21 02:56:56.788485,2025-03-16 02:56:56.788485,11,55,1138.11,62596.05,3129,5.0,0.06,0.48,Clothing,Online,Mumbai,Maharashtra,19.076,72.8777
C241,2022-05-13 02:56:56.788485,2022-09-09 02:56:56.788485,4,9,469.6,4226.4,211,2.25,0.04,0.89,Furniture,Online,Delhi,Delhi,28.6139,77.209
C242,2024-04-21 02:56:56.788485,2025-01-31 02:56:56.788485,10,79,318.04,25125.16,1256,7.9,0.18,0.4,Food,Online,Bengaluru,Karnataka,12.9716,77.5946
C243,2024-05-11 02:56:56.788485,2025-01-15 02:56:56.788485,8,52,1512.95,78673.4,3933,6.5,0.05,0.94,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
C244,2022-09-21 02:56:56.788485,2022-10-29 02:56:56.788485,1,2,1207.49,2414.98,120,2.0,0.21,0.49,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C245,2022-10-27 02:56:56.788485,2022-12-07 02:56:56.788485,1,25,846.2,21155.0,1057,25.0,0.18,0.96,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C246,2024-05-12 02:56:56.788485,2025-05-01 02:56:56.788485,12,13,1655.04,21515.52,1075,1.08,0.21,0.02,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C247,2020-10-17 02:56:56.788485,2021-07-17 02:56:56.788485,9,98,898.51,88053.98,4402,10.89,0.08,0.89,Clothing,Retail,Kolkata,West Bengal,22.5726,88.3639
C248,2021-12-19 02:56:56.788485,2022-07-18 02:56:56.788485,7,51,1632.74,83269.74,4163,7.29,0.09,0.92,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C249,2022-01-08 02:56:56.788485,2022-11-17 02:56:56.788485,10,58,750.36,43520.88,2176,5.8,0.17,0.95,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C250,2020-10-08 02:56:56.788485,2021-09-14 02:56:56.788485,11,34,331.12,11258.08,562,3.09,0.02,0.02,Electronics,Online,Mumbai,Maharashtra,19.076,72.8777
C251,2021-04-20 02:56:56.788485,2021-08-26 02:56:56.788485,4,35,1878.75,65756.25,3287,8.75,0.18,0.18,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C252,2023-03-12 02:56:56.788485,2023-10-24 02:56:56.788485,8,3,910.19,2730.57,136,0.38,0.21,0.65,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C253,2021-02-12 02:56:56.788485,2021-10-25 02:56:56.788485,8,59,1626.85,95984.15,4799,7.38,0.11,0.03,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
C254,2023-09-06 02:56:56.788485,2024-09-02 02:56:56.788485,12,70,702.46,49172.2,2458,5.83,0.19,0.07,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C255,2022-11-08 02:56:56.788485,2023-03-20 02:56:56.788485,4,48,1363.46,65446.08,3272,12.0,0.05,0.23,Electronics,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C256,2022-01-08 02:56:56.788485,2022-05-23 02:56:56.788485,4,64,1771.96,113405.44,5670,16.0,0.09,0.51,Food,Online,Pune,Maharashtra,18.5204,73.8567
C257,2022-04-24 02:56:56.788485,2022-07-20 02:56:56.788485,3,19,274.96,5224.24,261,6.33,0.24,0.54,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C258,2021-12-18 02:56:56.788485,2022-04-04 02:56:56.788485,4,67,1695.14,113574.38,5678,16.75,0.25,0.04,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C259,2021-06-29 02:56:56.788485,2021-10-11 02:56:56.788485,3,82,1228.4,100728.8,5036,27.33,0.13,0.18,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C260,2020-11-26 02:56:56.788485,2021-02-05 02:56:56.788485,2,73,1293.45,94421.85,4721,36.5,0.23,0.5,Furniture,Retail,Mumbai,Maharashtra,19.076,72.8777
C261,2022-09-04 02:56:56.788485,2023-08-23 02:56:56.788485,12,76,1141.68,86767.68,4338,6.33,0.14,0.59,Clothing,Retail,Delhi,Delhi,28.6139,77.209
C262,2023-05-07 02:56:56.788485,2023-12-03 02:56:56.788485,7,5,1774.06,8870.3,443,0.71,0.08,0.16,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C263,2022-09-02 02:56:56.788485,2022-11-03 02:56:56.788485,2,67,278.18,18638.06,931,33.5,0.07,0.4,Food,Online,Hyderabad,Telangana,17.385,78.4867
C264,2021-05-13 02:56:56.788485,2021-08-21 02:56:56.788485,3,11,669.85,7368.35,368,3.67,0.23,0.9,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C265,2021-08-06 02:56:56.788485,2021-10-30 02:56:56.788485,3,94,1776.37,166978.78,8348,31.33,0.05,0.99,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C266,2020-07-20 02:56:56.788485,2020-12-01 02:56:56.788485,4,68,1554.22,105686.96,5284,17.0,0.15,0.98,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C267,2023-08-10 02:56:56.788485,2024-03-26 02:56:56.788485,8,69,231.76,15991.44,799,8.62,0.14,0.87,Electronics,Retail,Kolkata,West Bengal,22.5726,88.3639
C268,2023-08-03 02:56:56.788485,2023-12-11 02:56:56.788485,4,1,1130.61,1130.61,56,0.25,0.19,0.4,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C269,2022-10-08 02:56:56.788485,2023-07-20 02:56:56.788485,10,91,1153.23,104943.93,5247,9.1,0.13,0.68,Clothing,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C270,2020-10-13 02:56:56.788485,2021-09-14 02:56:56.788485,11,92,921.59,84786.28,4239,8.36,0.08,0.42,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C271,2022-10-05 02:56:56.788485,2023-01-16 02:56:56.788485,3,63,735.31,46324.53,2316,21.0,0.05,0.65,Clothing,Retail,Delhi,Delhi,28.6139,77.209
C272,2023-11-13 02:56:56.788485,2024-05-31 02:56:56.788485,7,29,1427.1,41385.9,2069,4.14,0.16,0.31,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C273,2024-03-28 02:56:56.788485,2024-09-16 02:56:56.788485,6,82,574.02,47069.64,2353,13.67,0.18,0.6,Food,Online,Hyderabad,Telangana,17.385,78.4867
C274,2023-01-29 02:56:56.788485,2023-08-12 02:56:56.788485,6,12,1638.11,19657.32,982,2.0,0.15,0.52,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C275,2021-06-27 02:56:56.788485,2022-04-13 02:56:56.788485,10,77,1645.47,126701.19,6335,7.7,0.19,0.03,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C276,2023-09-23 02:56:56.788485,2024-05-30 02:56:56.788485,8,41,947.47,38846.27,1942,5.12,0.04,0.78,Food,Retail,Pune,Maharashtra,18.5204,73.8567
C277,2024-03-25 02:56:56.788485,2024-07-15 02:56:56.788485,4,2,710.39,1420.78,71,0.5,0.22,0.02,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C278,2021-04-01 02:56:56.788485,2021-10-29 02:56:56.788485,7,37,710.98,26306.26,1315,5.29,0.15,0.3,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C279,2023-08-07 02:56:56.788485,2024-07-08 02:56:56.788485,11,45,1068.12,48065.4,2403,4.09,0.04,0.02,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C280,2024-04-05 02:56:56.788485,2024-05-14 02:56:56.788485,1,80,1495.24,119619.2,5980,80.0,0.12,0.38,Furniture,Retail,Mumbai,Maharashtra,19.076,72.8777
C281,2022-10-25 02:56:56.788485,2022-11-27 02:56:56.788485,1,48,845.96,40606.08,2030,48.0,0.21,0.07,Food,Online,Delhi,Delhi,28.6139,77.209
C282,2020-08-20 02:56:56.788485,2021-07-07 02:56:56.788485,11,24,1298.08,31153.92,1557,2.18,0.23,0.91,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C283,2024-06-17 02:56:56.788485,2025-04-23 02:56:56.788485,10,99,888.47,87958.53,4397,9.9,0.07,0.42,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C284,2021-12-21 02:56:56.788485,2022-08-22 02:56:56.788485,8,22,748.14,16459.08,822,2.75,0.18,0.46,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C285,2024-05-18 02:56:56.788485,2024-09-22 02:56:56.788485,4,11,244.75,2692.25,134,2.75,0.03,0.35,Furniture,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C286,2023-09-22 02:56:56.788485,2024-01-30 02:56:56.788485,4,58,207.05,12008.9,600,14.5,0.02,0.62,Food,Online,Pune,Maharashtra,18.5204,73.8567
C287,2024-03-03 02:56:56.788485,2024-04-10 02:56:56.788485,1,46,608.97,28012.62,1400,46.0,0.14,0.78,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C288,2020-10-29 02:56:56.788485,2021-01-27 02:56:56.788485,3,29,931.53,27014.37,1350,9.67,0.18,0.65,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C289,2023-11-09 02:56:56.788485,2024-10-12 02:56:56.788485,11,35,1732.27,60629.45,3031,3.18,0.2,0.74,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C290,2021-09-28 02:56:56.788485,2022-03-22 02:56:56.788485,6,15,1637.27,24559.05,1227,2.5,0.09,0.9,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C291,2023-01-12 02:56:56.788485,2023-04-14 02:56:56.788485,3,60,680.9,40854.0,2042,20.0,0.01,0.86,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C292,2022-01-25 02:56:56.788485,2022-06-24 02:56:56.788485,5,95,640.17,60816.15,3040,19.0,0.13,0.67,Furniture,Online,Bengaluru,Karnataka,12.9716,77.5946
C293,2021-07-12 02:56:56.788485,2022-03-24 02:56:56.788485,8,42,609.18,25585.56,1279,5.25,0.01,0.22,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
